ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
"70653","Liu Xiang","M",21,188,74,"China","CHN","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 110 metres Hurdles","Gold"
"70731","Harry Bluett Liversedge","M",25,NA,NA,"United States","USA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Shot Put","Bronze"
"70785","John Arthur Ljunggren","M",28,178,59,"Sweden","SWE","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 50 kilometres Walk","Gold"
"70785","John Arthur Ljunggren","M",37,178,59,"Sweden","SWE","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 50 kilometres Walk","Bronze"
"70785","John Arthur Ljunggren","M",40,178,59,"Sweden","SWE","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 50 kilometres Walk","Silver"
"70827","Jorge Llopart Ribas","M",28,167,63,"Spain","ESP","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 50 kilometres Walk","Silver"
"70842","Andria Lloyd","F",24,170,66,"Jamaica","JAM","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"70863","Shereefa Lloyd","F",25,172,68,"Jamaica","JAM","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"70863","Shereefa Lloyd","F",29,172,68,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"70896","John Wilfrid ""Johnny"" Loaring","M",20,178,74,"Canada","CAN","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"71049","Mihaela Loghin","F",32,170,78,"Romania","ROU","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's Shot Put","Silver"
"71154","Charles Georg Lomberg","M",25,182,75,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Decathlon","Silver"
"71186","John Edward ""Jack"" London","M",23,183,75,"Great Britain","GBR","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 100 metres","Silver"
"71186","John Edward ""Jack"" London","M",23,183,75,"Great Britain","GBR","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"71202","Carl-Ludwig Hermann ""Luz"" Long","M",23,184,72,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's Long Jump","Silver"
"71204","Maxwell Warburn ""Maxey"" Long","M",21,182,75,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's 400 metres","Gold"
"71298","Carlos Alberto de Sousa Lopes","M",37,167,55,"Portugal","POR","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's Marathon","Gold"
"71312","Priscilla Lopes-Schliep","F",25,163,67,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 100 metres Hurdles","Bronze"
"71486","Ren Zacharie Alfred Lorain","M",20,175,68,"France","FRA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"71587","Claudia Losch","F",24,181,84,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's Shot Put","Gold"
"71615","Jri Lossman","M",29,169,69,"Estonia","EST","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Marathon","Silver"
"71636","Ingrid Lotz (Eichmann-)","F",30,169,74,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's Discus Throw","Silver"
"71674","Spyridon ""Spyros"" Louis","M",23,NA,NA,"Greece","GRE","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's Marathon","Gold"
"71719","Lzr Lovsz","M",26,189,99,"Hungary","HUN","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Hammer Throw","Bronze"
"71757","Vladimir Nikolayevich Lovetsky","M",20,186,83,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"71763","Fia Lovin (Rafira-)","F",33,166,57,"Romania","ROU","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 800 metres","Bronze"
"71791","Douglas Gordon Arthur Lowe","M",21,183,70,"Great Britain","GBR","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 800 metres","Gold"
"71791","Douglas Gordon Arthur Lowe","M",25,183,70,"Great Britain","GBR","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 800 metres","Gold"
"71793","Gabriele Lwe (Kotte-)","F",21,172,60,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"71878","Helge Andreas Lvland","M",29,188,84,"Norway","NOR","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Decathlon","Gold"
"71922","Lu Xiuzhi","F",22,160,45,"China","CHN","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 20 kilometres Walk","Bronze"
"71969","Ralf Lbke","M",23,192,80,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"72192","Francis Lawrence ""Frank"" Lukeman","M",26,178,NA,"Canada","CAN","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Pentathlon","Bronze"
"72208","Yevgeniy Yuryevich Lukyanenko","M",23,190,79,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's Pole Vault","Silver"
"72278","Ragnar Torsten Lundberg","M",27,181,73,"Sweden","SWE","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's Pole Vault","Bronze"
"72337","Kurt Anders Valdemar Lundquist","M",22,190,75,"Sweden","SWE","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"72343","Erik Hjalmar Lundqvist","M",19,187,83,"Sweden","SWE","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's Javelin Throw","Gold"
"72371","Emilio Lunghi","M",21,179,70,"Italy","ITA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 800 metres","Silver"
"72379","J. Jacques Lunis","M",25,181,72,"France","FRA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"72466","Jnis Lsis","M",25,180,90,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's Javelin Throw","Bronze"
"72466","Jnis Lsis","M",29,180,90,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Javelin Throw","Gold"
"72466","Jnis Lsis","M",33,180,90,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Javelin Throw","Silver"
"72484","Karl August Luther","M",26,179,64,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"72531","James Ellis ""Jimmy"" LuValle","M",23,185,73,"United States","USA","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 400 metres","Bronze"
"72605","Vyacheslav Nikolayevich Lykho","M",25,196,120,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Shot Put","Bronze"
"72681","Tatyana Viktorovna Lysenko (-Beloborodova)","F",28,180,85,"Russia","RUS","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's Hammer Throw","Gold"
"72693","Leonid Dmytrovych Lytvynenko","M",23,185,87,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Decathlon","Silver"
"72872","James Garfield MacDonald","M",26,185,76,"Canada","CAN","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Triple Jump","Silver"
"72880","Linsey Tarrel MacDonald","F",16,160,43,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"72883","Joseph Oliver MacDonald","M",20,180,70,"United States","USA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"73004","Henry Maitland Macintosh","M",19,173,66,"Great Britain","GBR","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"73021","Timothy ""Tim"" Mack","M",31,187,81,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's Pole Vault","Gold"
"73035","Nancy Mackay (Murrall-)","F",26,NA,NA,"Canada","CAN","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"73221","Tianna Madison-Bartoletta","F",26,168,58,"United States","USA","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"73221","Tianna Madison-Bartoletta","F",30,168,58,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"73221","Tianna Madison-Bartoletta","F",30,168,58,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's Long Jump","Gold"
"73383","Arthur Barrington ""Barry"" Magee","M",26,165,53,"New Zealand","NZL","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's Marathon","Bronze"
"73404","Maurren Higa Maggi","F",32,173,61,"Brazil","BRA","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's Long Jump","Gold"
"73555","Walter Mahlendorf","M",25,182,81,"Germany","GER","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"73758","Tomasz Majewski","M",26,204,142,"Poland","POL","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's Shot Put","Gold"
"73758","Tomasz Majewski","M",30,204,142,"Poland","POL","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's Shot Put","Gold"
"73810","Aleksandr Fyodorovich Makarov","M",29,184,98,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's Javelin Throw","Silver"
"73817","Sergey Aleksandrovich Makarov","M",27,192,100,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's Javelin Throw","Bronze"
"73817","Sergey Aleksandrovich Makarov","M",31,192,100,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's Javelin Throw","Bronze"
"73857","Taoufik Makhloufi","M",28,170,67,"Algeria","ALG","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 800 metres","Silver"
"73990","Galina Vyacheslavovna Malchugina (Mikheyeva-)","F",25,168,62,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"73990","Galina Vyacheslavovna Malchugina (Mikheyeva-)","F",29,168,62,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"74037","Doris Maletzki (-Brachmann-)","F",24,168,56,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"74090","Stefano Malinverni","M",21,180,73,"Italy","ITA","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"74143","Sven August Malm","M",26,NA,NA,"Sweden","SWE","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"74297","Ronell Joshua ""Josh"" Mance","M",20,191,82,"United States","USA","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"74401","Vronique Mang","F",19,173,59,"France","FRA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"74452","Wiesaw Jan Maniak","M",26,171,74,"Poland","POL","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"74453","Mirela Maniani-Tzelili","F",23,165,64,"Greece","GRE","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's Javelin Throw","Silver"
"74453","Mirela Maniani-Tzelili","F",27,165,64,"Greece","GRE","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's Javelin Throw","Bronze"
"74489","Ralph Vernon Mann","M",23,193,86,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"74525","Madeline Manning-Jackson (-Mims)","F",20,175,75,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's 800 metres","Gold"
"74525","Madeline Manning-Jackson (-Mims)","F",24,175,75,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"74549","Lia Manoliu (-Raica)","F",28,179,85,"Romania","ROU","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Women's Discus Throw","Bronze"
"74549","Lia Manoliu (-Raica)","F",32,179,85,"Romania","ROU","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's Discus Throw","Bronze"
"74549","Lia Manoliu (-Raica)","F",36,179,85,"Romania","ROU","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's Discus Throw","Gold"
"74652","Luvo Manyonga","M",25,NA,NA,"South Africa","RSA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's Long Jump","Silver"
"74913","Ruggero Maregatti","M",27,186,78,"Italy","ITA","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"75009","Orazio Mariani","M",21,179,76,"Italy","ITA","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"75027","Bruno Marie-Rose","M",23,193,83,"France","FRA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"75029","Hanna Emilie Marin","F",26,169,65,"Belgium","BEL","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"75107","Tereza Moncheva Marinova","F",23,173,56,"Bulgaria","BUL","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's Triple Jump","Gold"
"75163","Viktor Fyodorovich Markin","M",23,183,73,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 400 metres","Gold"
"75163","Viktor Fyodorovich Markin","M",23,183,73,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"75187","Ilya Vladislavovich Markov","M",24,174,64,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 20 kilometres Walk","Silver"
"75189","Khristo Ganchev Markov","M",23,185,76,"Bulgaria","BUL","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's Triple Jump","Gold"
"75388","Michael Lawrence ""Mike"" Marsh","M",24,178,75,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 200 metres","Gold"
"75388","Michael Lawrence ""Mike"" Marsh","M",24,178,75,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"75388","Michael Lawrence ""Mike"" Marsh","M",28,178,75,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"75471","Maritza Martn Garca","F",28,180,80,"Cuba","CUB","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's Discus Throw","Gold"
"75590","LaVonna Ann Martin (-Floral)","F",25,170,66,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 100 metres Hurdles","Silver"
"75619","Paul-Ren Martin","M",22,175,63,"Switzerland","SUI","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 800 metres","Silver"
"75633","Roxbert Martin","M",26,178,66,"Jamaica","JAM","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"75656","Lisa Frances Martin-Ondieki (-O'Dea)","F",28,168,47,"Australia","AUS","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's Marathon","Silver"
"75753","Joan Lino Martnez Armenteros","M",26,176,69,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's Long Jump","Bronze"
"75783","Lzaro Martnez Despaigne","M",29,183,77,"Cuba","CUB","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"75800","Manuel Martnez Gutirrez","M",29,185,132,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's Shot Put","Bronze"
"75934","Anita Mrton","F",27,172,95,"Hungary","HUN","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's Shot Put","Bronze"
"75950","Martti Bertil Marttelin","M",30,176,66,"Finland","FIN","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's Marathon","Bronze"
"76095","Jesse William ""John"" Mashburn","M",23,189,85,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"76122","Yevgeny Ivanovich Maskinskov","M",25,NA,NA,"Soviet Union","URS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 50 kilometres Walk","Silver"
"76156","Germaine Mason","M",25,195,80,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's High Jump","Silver"
"76172","Michele Mary Mason-Brown","F",25,171,55,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's High Jump","Silver"
"76200","Valent Massana Gracia","M",26,165,51,"Spain","ESP","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 50 kilometres Walk","Bronze"
"76226","Kelly Massey","F",31,178,57,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"76272","Svetlana Aleksandrovna Masterkova","F",28,168,50,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 800 metres","Gold"
"76279","June Elaine Rita Maston (-Ferguson)","F",20,NA,NA,"Australia","AUS","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"76386","Samuel Matete","M",27,183,81,"Zambia","ZAM","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"76406","Marlene Judith Mathews-Willard (-O'Shea)","F",22,170,64,"Australia","AUS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's 100 metres","Bronze"
"76406","Marlene Judith Mathews-Willard (-O'Shea)","F",22,170,64,"Australia","AUS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's 200 metres","Bronze"
"76409","Robert Bruce ""Bob"" Mathias","M",17,190,92,"United States","USA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Decathlon","Gold"
"76409","Robert Bruce ""Bob"" Mathias","M",21,190,92,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's Decathlon","Gold"
"76433","Michael Walter Mathieu","M",24,178,76,"Bahamas","BAH","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"76433","Michael Walter Mathieu","M",28,178,76,"Bahamas","BAH","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"76433","Michael Walter Mathieu","M",32,178,76,"Bahamas","BAH","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"76533","Ollie Genoa Matson","M",22,188,89,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 400 metres","Bronze"
"76533","Ollie Genoa Matson","M",22,188,89,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"76534","James Randel ""Randy"" Matson","M",19,200,120,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's Shot Put","Silver"
"76534","James Randel ""Randy"" Matson","M",23,200,120,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Shot Put","Gold"
"76674","Kenneth Joseph ""Ken"" Matthews","M",30,185,78,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 20 kilometres Walk","Gold"
"76676","Margaret Rejean Matthews (-Wilburn)","F",21,165,57,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"76682","Peter Matthews","M",26,188,84,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"76686","Vincent Edward ""Vince"" Matthews","M",20,187,81,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"76686","Vincent Edward ""Vince"" Matthews","M",24,187,81,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 400 metres","Gold"
"76811","Gisela Mauermayer","F",22,172,70,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Women's Discus Throw","Gold"
"76929","Fiona Winsome Marcia May (-Iapichino)","F",26,181,60,"Italy","ITA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's Long Jump","Silver"
"76929","Fiona Winsome Marcia May (-Iapichino)","F",30,181,60,"Italy","ITA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's Long Jump","Silver"
"76946","William Lee ""Willie"" May","M",23,192,89,"United States","USA","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 110 metres Hurdles","Silver"
"76960","Anthuan Maybank","M",26,188,81,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"76987","Kvin Mayer","M",24,186,77,"France","FRA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's Decathlon","Silver"
"77030","Freddy Santiago Mayola Fernndez","M",22,176,74,"Cuba","CUB","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"77080","Jacqueline Marguerite Marie Mazas (Martin-)","F",27,NA,NA,"France","FRA","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's Discus Throw","Bronze"
"77152","Piotr Maachowski","M",25,193,130,"Poland","POL","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's Discus Throw","Silver"
"77152","Piotr Maachowski","M",33,193,130,"Poland","POL","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's Discus Throw","Silver"
"77190","Franoise Mbango Etone","F",28,172,63,"Cameroon","CMR","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's Triple Jump","Gold"
"77190","Franoise Mbango Etone","F",32,172,63,"Cameroon","CMR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's Triple Jump","Gold"
"77230","Kennedy Kane ""Ken"" McArthur","M",30,188,77,"South Africa","RSA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Marathon","Gold"
"77314","Eliza McCartney","F",19,179,66,"New Zealand","NZL","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's Pole Vault","Bronze"
"77390","Francena Lynette McCorory","F",23,171,68,"United States","USA","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"77390","Francena Lynette McCorory","F",27,171,68,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"77391","Alastair McCorquodale","M",22,183,78,"Great Britain","GBR","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"77405","Walter Lee McCoy","M",25,178,72,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"77436","Mildred Louise ""Millie"" McDaniel (-Singleton)","F",23,176,55,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's High Jump","Gold"
"77452","Beverly McDonald (-Stewart)","F",30,169,59,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 200 metres","Bronze"
"77452","Beverly McDonald (-Stewart)","F",30,169,59,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"77452","Beverly McDonald (-Stewart)","F",34,169,59,"Jamaica","JAM","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"77470","Michael L. McDonald","M",21,183,85,"Jamaica","JAM","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"77470","Michael L. McDonald","M",25,183,85,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"77472","Patrick Joseph ""Pat"" McDonald (McDonnell-)","M",33,190,120,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Shot Put","Gold"
"77472","Patrick Joseph ""Pat"" McDonald (McDonnell-)","M",41,190,120,"United States","USA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 56-pound Weight Throw","Gold"
"77475","Rusheen McDonald","M",23,175,81,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"77519","Danny D. McFarlane","M",28,183,75,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"77519","Danny D. McFarlane","M",32,183,75,"Jamaica","JAM","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"77522","Michael Anthony ""Mike"" McFarlane","M",28,178,74,"Great Britain","GBR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"77551","Charles English McGinnis","M",21,180,68,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's Pole Vault","Bronze"
"77576","Matthew John ""Matt"" McGrath","M",32,182,115,"United States","USA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Hammer Throw","Silver"
"77576","Matthew John ""Matt"" McGrath","M",36,182,115,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Hammer Throw","Gold"
"77576","Matthew John ""Matt"" McGrath","M",48,182,115,"United States","USA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Hammer Throw","Silver"
"77600","Edith Marie McGuire (-Duvall)","F",20,173,59,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's 100 metres","Silver"
"77600","Edith Marie McGuire (-Duvall)","F",20,173,59,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's 200 metres","Gold"
"77600","Edith Marie McGuire (-Duvall)","F",20,173,59,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"77638","Troy McIntosh","M",27,178,73,"Bahamas","BAH","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
